SEQENCE ID                     TM SP PREDICTION
GLOROS_007814-T1                0  0 o
GLOROS_007814-T2                0  0 o
GLOROS_007814-T3                0  0 o
GLOROS_007815-T1                0  Y n5-15c23/24o
GLOROS_007816-T1                0  0 o
GLOROS_007816-T2                0  0 o
GLOROS_007817-T1                0  Y n5-15c23/24o
GLOROS_007818-T1                0  Y n9-20c27/28o
GLOROS_007819-T1                0  0 o
GLOROS_007819-T2                0  0 o
GLOROS_007819-T3                0  0 o
GLOROS_007820-T1                3  0 o36-57i69-89o95-118i
GLOROS_007821-T1                0  0 i
GLOROS_007822-T1                0  0 o
GLOROS_007823-T1                0  0 o
GLOROS_007824-T1                2  0 i12-32o363-384i
GLOROS_007825-T1                0  Y n20-30c35/36o
GLOROS_007826-T1                0  0 o
GLOROS_007827-T1                0  0 o
GLOROS_007828-T1                0  Y n7-18c26/27o
GLOROS_007829-T1                0  0 o
GLOROS_007830-T1                0  0 o
GLOROS_007831-T1                0  Y n5-16c24/25o
GLOROS_007832-T1                0  0 o
GLOROS_007833-T1                0  Y n6-17c25/26o
GLOROS_007834-T1                0  Y n6-17c27/28o
GLOROS_007835-T1                0  0 o
GLOROS_007836-T1                0  0 o
GLOROS_007836-T2                0  0 o
GLOROS_007837-T1                0  0 o
GLOROS_007838-T1                0  0 o
GLOROS_007839-T1                0  Y n6-18c26/27o
GLOROS_007840-T1                0  0 o
GLOROS_007841-T1                2  Y n2-9c14/15o221-246i253-270o
GLOROS_007841-T2                2  0 i83-105o111-132i
GLOROS_007842-T1                0  0 o
GLOROS_007842-T2                0  0 o
GLOROS_007843-T1                0  Y n6-18c26/27o
GLOROS_007844-T1                0  0 i
GLOROS_007845-T1                2  0 i15-35o73-90i
GLOROS_007846-T1                0  Y n6-16c21/22o
GLOROS_007846-T2                0  Y n6-16c21/22o
GLOROS_007846-T3                0  Y n6-16c21/22o
GLOROS_007847-T1                0  0 o
GLOROS_007848-T1                0  Y n7-18c36/37o
GLOROS_007849-T1                0  0 o
GLOROS_007850-T1                0  0 o
GLOROS_007851-T1                0  0 o
GLOROS_007852-T1                0  0 o
GLOROS_007853-T1                0  Y n4-14c18/19o
GLOROS_007853-T2                0  0 o
GLOROS_007854-T1                0  Y n5-15c23/24o
GLOROS_007855-T1                0  0 o
GLOROS_007856-T1                0  Y n7-18c27/28o
GLOROS_007857-T1                1  0 i69-90o
GLOROS_007858-T1                3  0 o12-31i64-84o104-122i
GLOROS_007859-T1                0  0 o
GLOROS_007860-T1                0  Y n7-18c27/28o
GLOROS_007861-T1                0  Y n5-15c23/24o
GLOROS_007862-T1                1  0 o656-675i
GLOROS_007863-T1                0  0 o
GLOROS_007864-T1                0  0 o
GLOROS_007865-T1                0  Y n7-18c27/28o
GLOROS_007866-T1                0  0 o
GLOROS_007867-T1                0  Y n2-13c18/19o
GLOROS_007868-T1                0  0 o
GLOROS_007869-T1                2  0 o44-65i977-997o
GLOROS_007870-T1                1  0 i32-55o
GLOROS_007871-T1               11  0 o6-27i39-63o69-89i101-122o128-151i214-236o256-274i281-305o311-335i347-370o376-398i
GLOROS_007872-T1                0  0 o
GLOROS_007873-T1                1  Y n5-16c21/22o139-159i
GLOROS_007874-T1                0  Y n22-33c41/42o
GLOROS_007875-T1                0  Y n5-16c21/22o
GLOROS_007876-T1                0  0 o
GLOROS_007877-T1                0  0 o
GLOROS_007878-T1                0  0 o
GLOROS_007879-T1                0  0 o
GLOROS_007880-T1                0  Y n2-15c20/21o
GLOROS_007881-T1                0  0 o
GLOROS_007882-T1                2  0 i62-81o93-113i
GLOROS_007883-T1                0  0 o
GLOROS_007884-T1                0  0 o
GLOROS_007885-T1                0  0 o
GLOROS_007886-T1                0  Y n3-13c25/26o
GLOROS_007887-T1                0  0 o
GLOROS_007887-T2                0  0 o
GLOROS_007887-T3                0  0 o
GLOROS_007888-T1                0  0 o
GLOROS_007889-T1                0  Y n4-15c19/20o
GLOROS_007889-T2                0  Y n4-15c19/20o
GLOROS_007889-T3                0  0 o
GLOROS_007890-T1                0  0 o
GLOROS_007891-T1                0  0 o
GLOROS_007892-T1                0  0 i
GLOROS_007893-T1                0  Y n4-14c19/20o
GLOROS_007894-T1                0  0 o
GLOROS_007894-T2                0  0 i
GLOROS_007895-T1                0  0 i
GLOROS_007896-T1                0  Y n6-17c24/25o
GLOROS_007897-T1                0  0 o
GLOROS_007897-T2                0  0 o
GLOROS_007898-T1                0  0 o
GLOROS_007899-T1                0  Y n8-19c37/38o
GLOROS_007900-T1                0  0 o
GLOROS_007901-T1                0  0 o
GLOROS_007902-T1                3  0 o235-253i313-333o339-361i
GLOROS_007902-T2                0  0 o
GLOROS_007902-T3                1  0 o234-252i
GLOROS_007902-T4                1  0 o235-253i
GLOROS_007903-T1                0  0 o
GLOROS_007904-T1                0  0 o
GLOROS_007904-T2                0  Y n7-17c22/23o
GLOROS_007904-T3                0  0 o
GLOROS_007905-T1                0  0 o
GLOROS_007906-T1                0  0 o
GLOROS_007906-T2                0  0 o
GLOROS_007907-T1                0  0 o
GLOROS_007908-T1                0  0 o
GLOROS_007909-T1                0  0 o
GLOROS_007910-T1                0  0 o
GLOROS_007911-T1                0  0 o
GLOROS_007911-T2                0  0 o
GLOROS_007912-T1                0  Y n4-15c20/21o
GLOROS_007912-T2                0  Y n4-14c32/33o
GLOROS_007913-T1                0  Y n6-17c27/28o
GLOROS_007914-T1                1  0 i206-227o
GLOROS_007914-T2                0  0 o
GLOROS_007914-T3                0  0 o
GLOROS_007915-T1                0  0 o
GLOROS_007916-T1                0  0 o
GLOROS_007917-T1                0  0 o
GLOROS_007918-T1                4  0 i28-48o54-76i88-112o124-144i
GLOROS_007918-T2                2  Y n4-16c22/23o32-59i71-91o
GLOROS_007919-T1                0  0 o
GLOROS_007920-T1                0  0 o
GLOROS_007921-T1                0  0 o
GLOROS_007922-T1                0  0 o
GLOROS_007923-T1                0  0 o
GLOROS_007924-T1                0  0 o
GLOROS_007925-T1                0  0 o
GLOROS_007925-T2                0  0 o
GLOROS_007926-T1                0  0 o
GLOROS_007927-T1                0  0 o
GLOROS_007927-T2                0  0 o
GLOROS_007928-T1                0  0 o
GLOROS_007928-T2                0  0 o
GLOROS_007929-T1                0  0 o
GLOROS_007930-T1                0  0 o
GLOROS_007931-T1                0  0 o
GLOROS_007932-T1                0  Y n9-20c24/25o
GLOROS_007933-T1                0  0 i
GLOROS_007934-T1                0  0 o
GLOROS_007935-T1                0  0 o
GLOROS_007936-T1                0  0 o
GLOROS_007937-T1                0  0 o
GLOROS_007938-T1                0  0 o
GLOROS_007939-T1                0  0 o
GLOROS_007940-T1                0  Y n2-13c18/19o
GLOROS_007941-T1                0  0 o
GLOROS_007942-T1                0  0 o
GLOROS_007943-T1                0  0 o
GLOROS_007944-T1                0  Y n2-13c18/19o
GLOROS_007945-T1                0  0 o
GLOROS_007946-T1                0  Y n4-15c22/23o
GLOROS_007947-T1                0  0 o
GLOROS_007948-T1                0  0 o
GLOROS_007949-T1                0  0 o
GLOROS_007950-T1                0  0 i
GLOROS_007951-T1                0  0 o
GLOROS_007952-T1                0  0 o
GLOROS_007953-T1                0  0 o
GLOROS_007953-T2                0  0 o
GLOROS_007954-T1                0  0 o
GLOROS_007955-T1                1  0 i153-171o
GLOROS_007956-T1                0  0 o
GLOROS_007957-T1                0  0 o
GLOROS_007958-T1                0  0 o
GLOROS_007959-T1                0  0 o
GLOROS_007960-T1                0  0 o
GLOROS_007961-T1                0  0 o
GLOROS_007962-T1                0  Y n4-12c17/18o
GLOROS_007963-T1                0  0 o
GLOROS_007963-T2                0  0 o
GLOROS_007964-T1                0  0 o
GLOROS_007965-T1                0  0 o
GLOROS_007966-T1                0  0 o
GLOROS_007967-T1                0  0 o
GLOROS_007968-T1                0  0 o
GLOROS_007968-T2                0  0 o
GLOROS_007969-T1                0  0 o
GLOROS_007970-T1                0  0 o
GLOROS_007971-T1                0  0 o
GLOROS_007972-T1               13  0 o481-502i511-529o535-554i566-592o598-616i697-720o740-760i788-807o833-857i878-897o903-928i949-967o973-991i
GLOROS_007973-T1                0  0 o
GLOROS_007974-T1                0  0 o
GLOROS_007974-T2                0  0 o
GLOROS_007975-T1                0  0 o
GLOROS_007975-T2                0  0 o
GLOROS_007976-T1                0  0 o
GLOROS_007977-T1                2  0 i40-62o82-100i
GLOROS_007978-T1                0  0 o
GLOROS_007979-T1                3  Y n2-12c17/18o62-83i112-130o448-467i
GLOROS_007980-T1                0  0 i
GLOROS_007981-T1                0  0 o
GLOROS_007981-T2                0  0 o
GLOROS_007982-T1                0  0 o
GLOROS_007983-T1                0  0 i
GLOROS_007984-T1                0  0 o
GLOROS_007985-T1                0  0 o
GLOROS_007986-T1                0  0 o
GLOROS_007987-T1                0  0 o
GLOROS_007988-T1                1  0 i21-42o
GLOROS_007989-T1                0  0 i
GLOROS_007990-T1                0  0 o
GLOROS_007991-T1                0  0 o
GLOROS_007992-T1                0  0 o
GLOROS_007993-T1                5  0 o195-217i267-288o300-318i339-358o426-443i
GLOROS_007994-T1                0  0 o
GLOROS_007995-T1                0  0 o
GLOROS_007996-T1                0  0 o
GLOROS_007997-T1                1  0 i112-133o
GLOROS_007998-T1                0  Y n22-32c37/38o
GLOROS_007998-T2                0  Y n22-32c37/38o
GLOROS_007999-T1                7  0 i12-33o77-98i177-199o211-232i239-261o273-292i312-333o
GLOROS_008000-T1                0  0 o
GLOROS_008001-T1                0  0 o
GLOROS_008002-T1                0  0 o
GLOROS_008003-T1                0  0 o
GLOROS_008003-T2                0  0 o
GLOROS_008004-T1                2  0 o209-230i242-261o
GLOROS_008005-T1                1  0 o38-63i
GLOROS_008006-T1                0  0 o
GLOROS_008007-T1                0  0 o
GLOROS_008008-T1                0  Y n12-23c28/29o
GLOROS_008009-T1                7  0 o6-25i37-59o88-112i133-151o254-280i301-325o340-361i
GLOROS_008010-T1                0  0 o
GLOROS_008010-T2                0  0 o
GLOROS_008010-T3                0  0 o
GLOROS_008011-T1                1  0 i58-80o
GLOROS_008011-T2                1  0 i58-80o
GLOROS_008012-T1                0  Y n2-12c17/18o
GLOROS_008013-T1                0  0 o
GLOROS_008014-T1                0  0 o
GLOROS_008015-T1                7  0 o37-58i70-90o102-119i126-145o151-171i183-202o208-232i
GLOROS_008016-T1                0  0 o
GLOROS_008017-T1                0  0 o
GLOROS_008017-T2                0  0 o
GLOROS_008017-T3                0  0 o
GLOROS_008017-T4                0  0 o
GLOROS_008017-T5                0  0 o
GLOROS_008017-T6                0  0 o
GLOROS_008018-T1                0  0 o
GLOROS_008019-T1                0  0 o
GLOROS_008020-T1                0  Y n2-12c17/18o
GLOROS_008021-T1                1  0 o45-64i
GLOROS_008022-T1                0  Y n7-18c23/24o
GLOROS_008023-T1                0  0 o
GLOROS_008024-T1                0  0 o
GLOROS_008025-T1                2  0 o94-114i126-148o
GLOROS_008026-T1                1  Y n2-13c18/19o34-55i
GLOROS_008027-T1                0  0 o
GLOROS_008028-T1                0  0 o
GLOROS_008029-T1                0  0 o
GLOROS_008030-T1                0  0 o
GLOROS_008031-T1                0  0 o
GLOROS_008032-T1                0  0 o
GLOROS_008033-T1                0  0 o
GLOROS_008034-T1                0  0 o
GLOROS_008035-T1                2  0 i82-102o114-131i
GLOROS_008036-T1                0  0 o
GLOROS_008036-T2                0  0 o
GLOROS_008037-T1                1  Y n3-18c36/37o60-82i
GLOROS_008038-T1                0  0 o
GLOROS_008039-T1                0  0 o
GLOROS_008040-T1                7  0 o35-57i69-88o121-141i153-172o212-233i374-394o414-433i
GLOROS_008041-T1                0  0 o
GLOROS_008042-T1                0  0 o
GLOROS_008042-T2                0  0 o
GLOROS_008043-T1                0  0 o
GLOROS_008044-T1               11  0 i7-24o62-79i91-110o116-135i142-159o165-190i202-225o245-269i276-296o302-322i352-377o
GLOROS_008045-T1                0  0 o
GLOROS_008046-T1                0  0 o
GLOROS_008047-T1                0  0 o
GLOROS_008048-T1                0  0 o
GLOROS_008049-T1                0  0 o
GLOROS_008050-T1                0  0 i
GLOROS_008051-T1                0  0 o
GLOROS_008051-T2                0  0 o
GLOROS_008052-T1                0  0 o
GLOROS_008053-T1                0  0 o
GLOROS_008054-T1               10  0 i12-33o53-73i94-115o151-172i184-206o218-242i383-401o421-439i448-467o473-493i
GLOROS_008055-T1                0  0 o
GLOROS_008056-T1                0  0 o
GLOROS_008057-T1                0  0 o
GLOROS_008057-T2                1  0 i273-292o
GLOROS_008058-T1                3  Y n3-14c24/25o127-145i166-190o259-281i
GLOROS_008059-T1                0  Y n8-23c27/28o
GLOROS_008060-T1                0  0 o
GLOROS_008061-T1                0  0 o
GLOROS_008062-T1                0  0 o
GLOROS_008063-T1                0  Y n7-18c23/24o
GLOROS_008064-T1                1  0 o29-49i
GLOROS_008065-T1                0  Y n10-20c25/26o
GLOROS_008066-T1                7  0 o29-59i71-91o111-135i156-176o214-236i257-281o301-319i
GLOROS_008066-T2                7  0 o29-59i71-91o111-135i156-176o214-236i257-281o301-319i
GLOROS_008067-T1                0  Y n7-17c22/23o
GLOROS_008067-T2                0  0 o
GLOROS_008068-T1                0  0 o
GLOROS_008069-T1                0  0 o
GLOROS_008070-T1                0  Y n8-19c24/25o
GLOROS_008071-T1                0  Y n10-22c40/41o
GLOROS_008072-T1                0  Y n3-18c23/24o
GLOROS_008072-T2                0  Y n3-18c23/24o
GLOROS_008072-T3                0  Y n3-18c23/24o
GLOROS_008073-T1                0  0 o
GLOROS_008073-T2                0  0 o
GLOROS_008074-T1                0  0 o
GLOROS_008075-T1                0  0 o
GLOROS_008075-T2                0  0 o
GLOROS_008076-T1                0  0 o
GLOROS_008077-T1                1  0 o130-148i
GLOROS_008078-T1                0  0 o
GLOROS_008078-T2                0  0 o
GLOROS_008079-T1                0  0 o
GLOROS_008080-T1                0  0 o
GLOROS_008081-T1                0  0 o
GLOROS_008082-T1                0  0 i
GLOROS_008083-T1                0  0 o
GLOROS_008084-T1                0  Y n14-22c30/31o
GLOROS_008084-T2                0  Y n6-14c22/23o
GLOROS_008085-T1                4  0 o277-298i310-330o350-378i595-614o
GLOROS_008085-T2                3  0 o176-197i209-229o249-277i
GLOROS_008085-T3                3  0 o176-197i209-229o249-277i
GLOROS_008086-T1                0  Y n6-16c22/23o
GLOROS_008086-T2                0  0 o
GLOROS_008087-T1                0  Y n13-28c33/34o
GLOROS_008088-T1                0  0 o
GLOROS_008088-T2                0  0 o
GLOROS_008088-T3                0  0 o
GLOROS_008089-T1                0  0 o
GLOROS_008090-T1                0  0 o
GLOROS_008091-T1                0  0 o
GLOROS_008092-T1                0  0 o
GLOROS_008093-T1                0  0 o
GLOROS_008094-T1                0  0 o
GLOROS_008095-T1                0  0 o
GLOROS_008096-T1                0  0 o
GLOROS_008097-T1                0  0 o
GLOROS_008098-T1                0  0 o
GLOROS_008098-T2                0  0 o
GLOROS_008099-T1                0  0 o
GLOROS_008100-T1                0  0 o
GLOROS_008101-T1                1  0 o41-61i
GLOROS_008102-T1                0  0 o
GLOROS_008103-T1                0  0 o
GLOROS_008104-T1                0  0 o
GLOROS_008105-T1                0  0 o
