#gene	DOGBOX_motif	SUBBOX_motif	SPRYSEC(Y/N)	Secreted(Y/n)	annotation	GH_domain	duplication_type	up_J2_v_14dpi	up_J2_v_egg	Up_14_vs_J2	 Up_14_vs_EGG	up_male_vs_dpi14	upregulated_LOG2_FDR:p<0.001
GPALN_007796	1	-	-	YES	GPALN_007796-T1 LysM Domain (peptidoglycan binding) protein	CAZy:GH18; 	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_dpi28_Gp_dpi28_UP; dpi14_vs_Gp_dpi35_Gp_dpi35_UP; dpi21_vs_Gp_dpi28_Gp_dpi28_UP; dpi21_vs_Gp_dpi35_Gp_dpi35_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007811	3	-	-	YES	GPALN_007811-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_007848	4	-	-	YES	GPALN_007848-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007899	3	-	-	YES	GPALN_007899-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	-	-	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_008074	3	-	-	YES	GPALN_008074-T1 1106 effector family protein variant 1106_3E10	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_008097	1	-	-	YES	GPALN_008097-T1 1106 effector family protein variant 1106_3E10	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_008098	1	-	-	YES	GPALN_008098-T1 1106 effector family protein variant 1106_3E10	-	tandem	-	-	-	-	-	-
GPALN_008100	2	-	-	YES	GPALN_008100-T1 1106 effector family protein variant 1106_3E10	-	proximal	-	-	-	-	-	dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP
GPALN_008102	2	-	-	YES	GPALN_008102-T1 1106 effector family protein variant 1106_3E10	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_008108	3	-	-	YES	GPALN_008108-T1 Molybdenum cofactor biosynthesis protein-like region	-	dispersed	-	-	Up_14dpi_vs_J2	-	-	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_008152	2	-	-	YES	GPALN_008152-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_008161	-	-	-	YES	GPALN_008161-T1 Dihydropyrimidine dehydrogenase [NADP(+)]	-	dispersed	-	-	-	-	-	-
GPALN_008462	3	-	-	YES	GPALN_008462-T1 putative E3 SUMO-protein ligase	-	dispersed	-	-	Up_14dpi_vs_J2	-	-	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_008535	3	-	-	YES	GPALN_008535-T1 E3 ubiquitin ligase BIG BROTHER-related	-	dispersed	-	-	-	-	up_male_vs_dpi14	dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_J2_UP
GPALN_009441	1	-	-	YES	GPALN_009441-T3 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_009443	1	-	-	YES	GPALN_009443-T1 putative effector protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_009492	3	-	-	YES	GPALN_009492-T1 predicted protein	-	WGD/segmental	-	-	-	-	-	dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_009505	4	-	-	YES	GPALN_009505-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_009640	3	-	-	YES	GPALN_009640-T1 ---NA---	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_009669	1	-	YES	YES	GPALN_009669-T1 RBP-1 protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_009670	3	-	-	YES	"GPALN_009670-T1 glycosyl hydrolase, family 18"	CAZy:GH18; 	proximal	-	-	-	-	-	-
GPALN_009695	6	-	-	YES	GPALN_009695-T1 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	-	up_male_vs_dpi14	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP
GPALN_009823	9	-	-	YES	GPALN_009823-T1 ---NA---	-	dispersed	-	-	-	-	-	-
GPALN_009839	1	-	-	YES	GPALN_009839-T1 expansin-like protein	-	dispersed	-	-	-	-	-	dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_009902	3	-	-	YES	GPALN_009902-T1 ---NA---	-	tandem	-	-	-	-	-	dpi14_vs_Gp_dpi28_Gp_dpi28_UP; dpi14_vs_Gp_dpi35_Gp_dpi35_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP
GPALN_010067	2	-	-	YES	GPALN_010067-T1 glycoside hydrolase family 32 protein	CAZy:GH32; 	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP
GPALN_010126	2	-	-	YES	GPALN_010126-T1 expansin-like protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_dpi28_Gp_dpi14_UP; dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010127	1	-	-	YES	GPALN_010127-T1 expansin-like protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_dpi21_Gp_dpi14_UP; dpi14_vs_Gp_dpi28_Gp_dpi14_UP; dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010171	-	-	-	YES	GPALN_010171-T1 glutathione synthase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010316	2	-	-	YES	GPALN_010316-T1 1106 effector family protein variant 1106_pD7	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010321	-	-	-	YES	GPALN_010321-T1 1106 effector family protein variant 1106_3E10	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010414	1	-	-	YES	GPALN_010414-T1 putative effector protein	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010416	1	-	-	YES	GPALN_010416-T1 putative effector protein	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010432	3	-	-	YES	GPALN_010432-T1 AF473828_1gland-specific protein g5d08	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010433	3	-	-	YES	GPALN_010433-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010511	1	-	-	YES	GPALN_010511-T1 pectate lyase 1	CAZy:PL3_3; CAZy:PL3; CAZy:PL3_2; CAZy:PL3_5; 	dispersed	-	-	-	-	-	-
GPALN_010519	1	-	-	YES	GPALN_010519-T1 ---NA---	-	proximal	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010534	-	-	-	YES	GPALN_010534-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010536	-	-	-	YES	GPALN_010536-T1 pectate lyase 1	CAZy:PL3_3; CAZy:PL3; CAZy:PL3_2; CAZy:PL3_5; CAZy:PL3_4; 	dispersed	-	-	-	-	-	-
GPALN_010598	1	-	-	YES	"GPALN_010598-T1 beta-1,4-endoglucanase precursor"	CAZy:GH5_2; CAZy:GH5; CAZy:GH5_46; CAZy:GH5_25; 	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010602	-	-	-	YES	GPALN_010602-T1 pectate lyase 1	CAZy:PL3_3; CAZy:PL3; CAZy:PL3_2; CAZy:PL3_5; 	tandem	-	-	-	-	-	-
GPALN_010621	3	-	-	YES	GPALN_010621-T2 ---NA---	-	tandem	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010625	-	-	-	YES	GPALN_010625-T1 glycoside hydrolase family 32 protein	CAZy:GH32; 	dispersed	-	-	-	-	up_male_vs_dpi14	dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_010778	-	-	-	YES	GPALN_010778-T1 ---NA---	-	tandem	-	-	-	-	-	dpi14_vs_Gp_dpi7_Gp_dpi7_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_010795	1	-	-	YES	GPALN_010795-T1 Glutathione synthetase	-	dispersed	-	-	-	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP
GPALN_010824	1	-	-	YES	GPALN_010824-T1 ---NA---	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_011797	-	-	-	YES	GPALN_011797-T1 putative effector protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_011812	3	-	-	YES	GPALN_011812-T1 secreted SPRY domain-containing protein 15	-	WGD/segmental	-	-	-	-	-	-
GPALN_011852	-	-	-	YES	GPALN_011852-T1 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012010	-	-	-	YES	GPALN_012010-T1 Glutathione synthetase	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012025	1	-	-	YES	GPALN_012025-T1 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_012067	-	-	-	YES	"GPALN_012067-T1 glycosyl hydrolase, family 18"	CAZy:GH18; 	WGD/segmental	-	-	-	-	-	-
